id,event_id,package_id,service_id,vibe,venue,guests,provider_id,customer_id,status,request_date,location,start_time,end_time,duration,budget,special_instructions,cancel_reasons,created_at,updated_at,rating,reviews
6064,birthday,no,"service10057,service10198,service10079,service10119,service10176,service10137,service10083,service10043",youthful,indoor,381,10116,10077,booked,2024-02-09t11:33:25.545230,mumbai,2024-04-26t13:56:25.545230,2024-05-24t02:09:25.545230,6,24766,no,"event got postponed, a new organizer has taken over planning.
note: weather conditions are not favorable.",2023-06-25t12:44:25.545230,2023-10-29t03:45:25.545230,1,event started on time. nothing much to complain about.
6065,wedding,no,service10092,friends,outdoor,107,10092,10148,completed,2025-01-14t20:54:25.545230,delhi,2024-08-19t23:43:25.545230,2024-07-05t03:12:25.545230,10,41781,['overpriced for such poor execution. utterly dissatisfied.'],"weather conditions are not favorable, we have to pause all related activities for now.",2024-09-25t18:32:25.545230,2023-06-11t20:34:25.545230,5,venue was clean and beautifully decorated. superb experience overall.
6066,birthday,no,service10094,family,indoor,236,10156,10005,pending,2023-11-03t09:38:25.545230,mumbai,2023-11-29t23:49:25.545230,2024-09-07t10:30:25.545230,8,20394,no,"we had to move the event location, event got merged with another celebration.
note: due to scheduling conflicts.",2024-06-21t11:00:25.545230,2025-01-21t12:46:25.545230,4,lighting failed mid-event. embarrassing situation.
6067,wedding,no,"service10193,service10160,service10099,service10154,service10039,service10053,service10175,service10103,service10158,service10081",friends,indoor,766,10194,10064,completed,2024-07-24t23:55:25.545230,hyderabad,2023-08-29t09:31:25.545230,2025-01-08t04:18:25.545230,2,70657,['the team took care of every small detail. kudos to the decorators!'],"as travel plans have changed, event got merged with another celebration.",2023-07-21t20:33:25.545230,2023-12-16t14:15:25.545230,5,decorations were late and poorly done. not worth the money.
6068,wedding,package10114,"n,o",friends,outdoor,319,10137,10025,booked,2024-10-23t04:28:25.545230,mumbai,2024-11-26t04:32:25.545230,2023-11-29t00:20:25.545230,7,57712,no,"venue is no longer available, we need to cancel the event arrangements.",2023-10-31t11:11:25.545230,2024-09-21t17:17:25.545230,4,highly satisfied with the service. would definitely book again.
6069,wedding,no,"service10115,service10122,service10003,service10152,service10100,service10040,service10180",family,outdoor,459,10106,10064,pending,2024-09-24t02:58:25.545230,hyderabad,2023-07-10t09:14:25.545230,2025-01-28t19:24:25.545230,7,86350,['worst experience ever. regret booking with them.'],"as travel plans have changed, we have to pause all related activities for now.
note: venue is no longer available.",2024-01-16t18:57:25.545230,2025-03-01t01:51:25.545230,1,the food was a big hit. so many guests asked for the caterer’s details.
6070,birthday,no,"service10013,service10054,service10122,service10131,service10182,service10081,service10150,service10161",youthful,outdoor,687,10145,10138,pending,2025-01-25t23:02:25.545230,delhi,2023-11-01t21:12:25.545230,2025-01-02t10:48:25.545230,6,61581,['the food was a big hit. so many guests asked for the caterer’s details.'],"due to scheduling conflicts, a new organizer has taken over planning.
note: weather conditions are not favorable.",2024-02-02t08:35:25.545230,2024-10-08t14:02:25.545230,2,food was cold and stale. guests were unhappy.
6071,birthday,no,"service10079,service10067,service10058,service10083,service10091,service10121,service10196,service10014,service10094",family,indoor,790,10195,10070,pending,2024-10-16t18:09:25.545230,hyderabad,2024-11-26t14:26:25.545230,2024-06-25t10:32:25.545230,6,37228,no,"weather conditions are not favorable, we are no longer able to proceed with the booking.",2023-11-08t01:30:25.545230,2023-08-19t18:48:25.545230,1,wonderful experience! guests were all praise for the arrangements.
6072,wedding,package10195,"n,o",friends,outdoor,905,10061,10004,pending,2024-09-02t10:33:25.545230,delhi,2025-03-22t02:13:25.545230,2024-07-04t10:11:25.545230,8,47240,['ambience was neutral. just okay vibes.'],"due to unexpected personal commitments, an internal discussion delayed the decision.
note: venue is no longer available.",2025-03-03t23:16:25.545230,2024-11-21t19:53:25.545230,4,"a regular experience. not too impressed, not too upset."
6073,wedding,package10047,"n,o",family,outdoor,509,10123,10096,booked,2025-04-14t21:51:25.545230,hyderabad,2023-10-30t01:05:25.545230,2023-12-29t00:28:25.545230,8,26466,['entertainment options were amazing! kids had so much fun.'],"venue is no longer available, event got merged with another celebration.
note: owing to budget constraints.",2025-01-16t15:28:25.545230,2025-01-26t05:38:25.545230,2,wonderful experience! guests were all praise for the arrangements.
6074,birthday,package10031,"n,o",friends,outdoor,85,10131,10200,cancelled,2024-03-23t12:03:25.545230,mumbai,2023-09-20t20:36:25.545230,2024-12-17t17:50:25.545230,7,99424,no,"weather conditions are not favorable, we will reach out when ready to rebook.",2024-01-10t19:12:25.545230,2024-11-10t10:02:25.545230,2,event started on time. nothing much to complain about.
6075,birthday,no,"service10109,service10121,service10187,service10115,service10089",family,indoor,928,10105,10124,cancelled,2024-11-23t18:23:25.560885,hyderabad,2025-01-04t15:16:25.560885,2024-11-09t10:51:25.560885,8,41383,['venue was not cleaned properly. health hazard!'],"event got postponed, we will reach out when ready to rebook.
note: due to unexpected personal commitments.",2024-06-24t06:16:25.560885,2023-06-09t04:00:25.560885,3,thank you for making our day so special! truly memorable.
6076,wedding,no,"service10103,service10121,service10111,service10170",family,outdoor,900,10067,10183,pending,2023-06-29t13:12:25.560885,hyderabad,2023-10-16t05:55:25.560885,2024-04-22t16:18:25.560885,5,70536,no,"venue is no longer available, an internal discussion delayed the decision.
note: event got postponed.",2023-07-30t02:24:25.560885,2025-04-06t21:27:25.560885,3,unprofessional staff. would not recommend to anyone.
6077,birthday,package10143,"n,o",youthful,indoor,449,10057,10025,booked,2024-11-16t19:18:25.560885,mumbai,2023-06-11t08:51:25.560885,2025-01-15t11:06:25.560885,8,55665,no,"owing to budget constraints, we are no longer able to proceed with the booking.
note: weather conditions are not favorable.",2024-05-03t20:23:25.560885,2024-03-09t01:31:25.560885,1,the event was delayed by hours. complete chaos.
6078,wedding,package10161,"n,o",youthful,indoor,872,10160,10071,completed,2024-02-27t14:27:25.560885,delhi,2024-12-08t08:50:25.560885,2025-04-21t16:21:25.560885,10,67894,no,"we had to move the event location, the guest list drastically changed.
note: due to unexpected personal commitments.",2025-06-02t14:15:25.560885,2024-08-05t08:58:25.560885,5,"a regular experience. not too impressed, not too upset."
6079,birthday,no,"service10194,service10150,service10187,service10019,service10053,service10015,service10123,service10170",youthful,outdoor,496,10062,10177,cancelled,2024-06-16t06:03:25.560885,delhi,2023-10-24t14:55:25.560885,2024-10-26t02:31:25.560885,1,24772,['event started on time. nothing much to complain about.'],"we had to move the event location, details are being re-evaluated by stakeholders.
note: because of a medical emergency.",2025-05-24t22:05:25.560885,2024-10-01t06:18:25.560885,5,"nothing extraordinary, but not bad either. guests were satisfied."
6080,birthday,package10024,"n,o",youthful,outdoor,243,10043,10032,completed,2024-12-30t11:44:25.560885,delhi,2024-01-09t15:25:25.560885,2024-12-02t09:39:25.560885,4,73940,['decorations were late and poorly done. not worth the money.'],"we had to move the event location, a reschedule might happen later.
note: venue is no longer available.",2023-07-23t21:14:25.560885,2025-03-02t12:49:25.560885,2,the event was well organized. food and music were amazing!
6081,wedding,package10181,"n,o",friends,indoor,938,10109,10138,pending,2023-08-27t18:12:25.560885,hyderabad,2023-10-19t20:07:25.560885,2025-02-17t12:48:25.560885,7,63397,no,"we had to move the event location, an internal discussion delayed the decision.
note: event got postponed.",2024-08-23t01:13:25.560885,2023-09-21t04:58:25.560885,4,food was cold and stale. guests were unhappy.
6082,birthday,package10139,"n,o",friends,indoor,454,10134,10064,booked,2023-06-30t13:54:25.560885,hyderabad,2023-08-31t17:44:25.560885,2024-11-14t08:18:25.560885,7,33266,['the event was well organized. food and music were amazing!'],"as travel plans have changed, we need to cancel the event arrangements.",2024-06-24t18:35:25.560885,2023-10-02t19:03:25.560885,5,everything was just perfect! the decorations exceeded expectations.
6083,wedding,package10094,"n,o",family,outdoor,827,10095,10185,completed,2024-05-30t20:10:25.560885,mumbai,2024-03-07t00:15:25.560885,2023-07-17t19:43:25.560885,2,67727,no,"weather conditions are not favorable, we are no longer able to proceed with the booking.
note: weather conditions are not favorable.",2023-06-15t04:36:25.560885,2024-09-26t23:53:25.560885,3,unprofessional staff. would not recommend to anyone.
6084,wedding,no,"service10134,service10187,service10156,service10039,service10180,service10087,service10080",youthful,indoor,104,10145,10077,completed,2025-04-12t05:34:25.560885,delhi,2024-01-28t05:40:25.560885,2024-07-12t03:04:25.560885,10,87481,['thank you for making our day so special! truly memorable.'],"weather conditions are not favorable, details are being re-evaluated by stakeholders.
note: weather conditions are not favorable.",2024-02-29t05:22:25.560885,2024-04-04t13:25:25.560885,1,the team took care of every small detail. kudos to the decorators!
6085,wedding,package10094,"n,o",friends,outdoor,498,10090,10049,completed,2023-06-22t13:34:25.560885,hyderabad,2023-06-21t02:26:25.560885,2024-02-06t21:15:25.560885,10,24018,['entertainment options were amazing! kids had so much fun.'],"as travel plans have changed, a reschedule might happen later.",2024-11-13t03:50:25.560885,2024-02-26t07:23:25.560885,5,venue was not cleaned properly. health hazard!
6086,wedding,package10150,"n,o",family,indoor,62,10097,10049,pending,2024-03-03t00:52:25.560885,mumbai,2024-04-29t06:09:25.560885,2024-08-17t11:55:25.560885,10,33457,"[""dj didn't show up on time. party mood was ruined.""]","as travel plans have changed, we need to cancel the event arrangements.
note: due to unexpected personal commitments.",2023-10-03t04:35:25.560885,2024-11-14t11:32:25.560885,1,overpriced for such poor execution. utterly dissatisfied.
6087,wedding,package10161,"n,o",youthful,outdoor,982,10174,10197,completed,2023-10-03t14:55:25.560885,mumbai,2023-07-22t13:39:25.560885,2023-11-03t07:31:25.560885,6,93698,"['nothing extraordinary, but not bad either. guests were satisfied.']","owing to budget constraints, an internal discussion delayed the decision.
note: unexpected family issues.",2024-07-19t23:16:25.560885,2023-11-20t13:24:25.560885,4,lighting failed mid-event. embarrassing situation.
6088,birthday,no,"service10106,service10108",family,outdoor,358,10104,10042,cancelled,2024-12-13t02:27:25.560885,hyderabad,2023-12-18t00:59:25.560885,2024-10-07t03:38:25.560885,2,64972,no,"due to scheduling conflicts, we are no longer able to proceed with the booking.
note: weather conditions are not favorable.",2024-03-14t11:51:25.560885,2024-09-11t03:02:25.560885,5,entertainment options were amazing! kids had so much fun.
6089,birthday,no,"service10078,service10161,service10116,service10100,service10135,service10018,service10105",friends,outdoor,723,10154,10102,completed,2023-11-11t22:21:25.560885,hyderabad,2023-12-29t04:49:25.560885,2024-05-25t20:36:25.560885,3,56795,no,"as travel plans have changed, we will reach out when ready to rebook.
note: venue is no longer available.",2024-06-22t02:53:25.560885,2023-07-25t20:43:25.560885,1,music could have been better. rest was fine.
6090,wedding,package10080,"n,o",family,indoor,280,10187,10059,completed,2024-10-17t14:47:25.560885,delhi,2024-11-16t02:12:25.560885,2023-09-14t10:25:25.560885,4,39179,no,"weather conditions are not favorable, we will reach out when ready to rebook.",2025-04-23t22:47:25.560885,2025-01-16t15:29:25.560885,4,decorations were decent. could have been more colorful.
6091,wedding,package10090,"n,o",youthful,outdoor,771,10118,10007,pending,2023-10-14t08:11:25.560885,delhi,2023-08-20t06:03:25.560885,2023-07-21t05:30:25.560885,2,97445,['basic expectations met. but lacked a wow factor.'],"owing to budget constraints, a reschedule might happen later.
note: we had to move the event location.",2024-05-13t11:25:25.560885,2023-11-14t00:37:25.560885,4,entertainment options were amazing! kids had so much fun.
6092,wedding,no,"service10053,service10136,service10118,service10003,service10063,service10193,service10123,service10052,service10062",family,indoor,841,10178,10197,cancelled,2024-05-08t13:22:25.560885,delhi,2024-09-24t14:43:25.560885,2025-02-18t07:20:25.560885,5,60644,['very disappointing service. nothing went as planned.'],"as travel plans have changed, a reschedule might happen later.
note: event got postponed.",2024-04-20t14:35:25.560885,2024-11-18t09:05:25.560885,2,the event was delayed by hours. complete chaos.
6093,wedding,no,"service10090,service10143,service10047,service10100,service10045,service10160,service10089,service10118",family,outdoor,855,10029,10155,completed,2024-04-07t04:23:25.560885,delhi,2024-08-20t17:05:25.560885,2024-05-10t19:11:25.560885,2,93685,no,"due to scheduling conflicts, the guest list drastically changed.",2024-07-20t03:59:25.560885,2024-11-15t08:32:25.560885,3,professional staff and smooth coordination. loved every moment.
6094,wedding,no,"service10031,service10109,service10039",friends,outdoor,350,10195,10069,booked,2023-09-22t09:29:25.560885,mumbai,2025-04-09t10:10:25.560885,2024-09-02t11:27:25.560885,10,16590,no,"weather conditions are not favorable, we will reach out when ready to rebook.",2023-07-24t17:02:25.560885,2024-05-30t04:26:25.560885,5,event started on time. nothing much to complain about.
6095,wedding,package10118,"n,o",friends,outdoor,526,10196,10197,booked,2024-08-04t21:34:25.560885,delhi,2024-12-09t21:44:25.560885,2024-06-12t02:16:25.560885,7,26744,['entertainment options were amazing! kids had so much fun.'],"owing to budget constraints, we have to pause all related activities for now.
note: weather conditions are not favorable.",2024-03-01t14:18:25.560885,2023-11-26t04:19:25.560885,2,highly satisfied with the service. would definitely book again.
6096,wedding,no,"service10066,service10147",family,indoor,660,10021,10020,pending,2025-04-24t13:19:25.560885,mumbai,2024-09-11t07:54:25.560885,2025-01-11t04:45:25.560885,1,68741,['decorations were late and poorly done. not worth the money.'],"due to unexpected personal commitments, we are no longer able to proceed with the booking.
note: unexpected family issues.",2025-01-21t18:37:25.560885,2024-07-18t09:19:25.560885,5,food was average. service was prompt though.
6097,birthday,package10081,"n,o",family,outdoor,975,10182,10007,completed,2024-12-01t23:18:25.560885,mumbai,2025-01-15t18:09:25.560885,2023-07-06t03:54:25.560885,4,88678,['entertainment options were amazing! kids had so much fun.'],"as travel plans have changed, we have to pause all related activities for now.
note: event got postponed.",2023-07-22t19:23:25.560885,2023-10-31t04:28:25.560885,1,the event was well organized. food and music were amazing!
6098,birthday,no,service10075,family,outdoor,559,10187,10025,pending,2023-12-17t01:13:25.560885,hyderabad,2024-04-21t03:52:25.560885,2024-04-13t17:19:25.560885,6,85212,['it was an okay event. some things could have been better.'],"event got postponed, we need to cancel the event arrangements.
note: venue is no longer available.",2025-01-20t20:18:25.560885,2024-02-01t00:30:25.560885,2,the event was delayed by hours. complete chaos.
6099,wedding,package10027,"n,o",family,indoor,504,10133,10177,cancelled,2024-03-25t22:54:25.560885,mumbai,2024-11-10t22:47:25.560885,2025-02-06t15:33:25.560885,7,93135,no,"owing to budget constraints, event got merged with another celebration.
note: venue is no longer available.",2024-11-08t04:24:25.560885,2024-10-12t06:05:25.560885,1,lighting was a bit dim. still a good evening overall.
6100,wedding,no,"service10198,service10131,service10186,service10141,service10133,service10161,service10058,service10081,service10031,service10105",family,indoor,126,10192,10177,booked,2024-01-13t10:19:25.560885,delhi,2024-09-13t22:56:25.560885,2023-08-10t11:29:25.560885,3,85946,['venue was not cleaned properly. health hazard!'],"because of a medical emergency, details are being re-evaluated by stakeholders.
note: owing to budget constraints.",2024-10-10t15:39:25.560885,2024-02-12t01:17:25.560885,5,lighting failed mid-event. embarrassing situation.
6101,birthday,no,"service10053,service10167,service10021,service10104,service10090,service10063,service10101,service10019",friends,indoor,489,10194,10070,booked,2024-05-07t12:20:25.560885,hyderabad,2025-03-11t11:54:25.560885,2024-04-21t10:34:25.560885,6,47157,['ambience was neutral. just okay vibes.'],"event got postponed, a reschedule might happen later.
note: due to scheduling conflicts.",2023-10-25t04:43:25.560885,2024-07-11t10:46:25.560885,5,venue was not cleaned properly. health hazard!
6102,birthday,no,"service10137,service10145,service10109,service10013,service10092",friends,outdoor,564,10133,10004,pending,2023-06-15t19:16:25.560885,hyderabad,2025-05-17t06:18:25.560885,2024-10-17t15:22:25.560885,7,17418,no,"due to unexpected personal commitments, a new organizer has taken over planning.
note: we had to move the event location.",2023-07-10t07:36:25.560885,2023-08-15t20:40:25.560885,3,the team took care of every small detail. kudos to the decorators!
6103,birthday,package10114,"n,o",friends,outdoor,497,10045,10070,cancelled,2023-11-21t20:39:25.560885,delhi,2023-11-17t00:51:25.560885,2024-06-19t23:17:25.560885,10,24095,no,"unexpected family issues, we need to cancel the event arrangements.",2024-01-31t04:25:25.560885,2024-04-01t02:06:25.560885,2,wonderful experience! guests were all praise for the arrangements.
6104,wedding,no,"service10195,service10164,service10119",youthful,outdoor,666,10166,10155,pending,2025-04-03t17:47:25.560885,delhi,2024-11-17t06:08:25.560885,2024-04-15t11:38:25.560885,8,34571,['lighting was a bit dim. still a good evening overall.'],"weather conditions are not favorable, a reschedule might happen later.
note: because of a medical emergency.",2024-10-05t21:02:25.560885,2024-06-20t18:19:25.560885,4,decorations were decent. could have been more colorful.
6105,wedding,no,"service10196,service10170",family,indoor,663,10111,10007,cancelled,2024-05-03t14:14:25.560885,delhi,2024-05-17t20:28:25.560885,2024-07-01t02:39:25.560885,10,97472,no,"weather conditions are not favorable, a new organizer has taken over planning.
note: due to scheduling conflicts.",2025-04-21t05:30:25.560885,2024-07-29t10:02:25.560885,3,food was cold and stale. guests were unhappy.
6106,birthday,package10090,"n,o",friends,indoor,76,10186,10007,booked,2023-11-21t01:35:25.560885,hyderabad,2024-03-02t05:30:25.560885,2024-07-01t04:36:25.560885,3,19246,no,"due to scheduling conflicts, a reschedule might happen later.",2024-02-23t15:50:25.560885,2024-05-14t18:45:25.560885,2,worst experience ever. regret booking with them.
6107,wedding,package10031,"n,o",friends,outdoor,385,10157,10155,booked,2025-01-14t16:39:25.560885,hyderabad,2024-01-22t02:46:25.560885,2023-09-05t11:47:25.560885,8,54180,no,"weather conditions are not favorable, a new organizer has taken over planning.
note: due to scheduling conflicts.",2025-03-07t13:47:25.560885,2023-12-14t20:03:25.560885,4,everything was just perfect! the decorations exceeded expectations.
6108,birthday,package10107,"n,o",friends,indoor,721,10198,10077,pending,2025-02-02t12:55:25.560885,hyderabad,2025-04-05t14:52:25.560885,2024-03-08t10:45:25.560885,10,11463,no,"owing to budget constraints, we are no longer able to proceed with the booking.
note: weather conditions are not favorable.",2024-03-02t02:45:25.560885,2024-08-23t06:06:25.560885,2,basic expectations met. but lacked a wow factor.
6109,birthday,package10094,"n,o",family,indoor,336,10187,10059,cancelled,2023-07-25t14:03:25.560885,hyderabad,2024-08-06t20:40:25.560885,2024-04-05t00:24:25.560885,5,34321,['thank you for making our day so special! truly memorable.'],"due to unexpected personal commitments, we have to pause all related activities for now.
note: unexpected family issues.",2024-09-16t10:16:25.560885,2023-10-22t16:48:25.560885,5,wonderful experience! guests were all praise for the arrangements.
6110,birthday,no,"service10122,service10147,service10067,service10119,service10149,service10083,service10078",youthful,outdoor,3,10120,10190,cancelled,2023-11-12t03:33:25.560885,mumbai,2025-05-08t05:47:25.560885,2023-10-26t00:21:25.560885,10,14034,no,"we had to move the event location, a reschedule might happen later.",2023-08-04t10:28:25.560885,2025-03-10t16:46:25.560885,3,entertainment options were amazing! kids had so much fun.
6111,wedding,no,service10043,youthful,outdoor,879,10150,10042,booked,2023-09-17t17:43:25.560885,delhi,2024-11-10t10:08:25.560885,2024-11-18t04:09:25.560885,10,74834,no,"venue is no longer available, we are no longer able to proceed with the booking.",2024-04-16t18:14:25.560885,2024-04-07t16:11:25.560885,5,wonderful experience! guests were all praise for the arrangements.
6112,wedding,package10080,"n,o",friends,outdoor,261,10178,10185,booked,2024-12-27t15:41:25.560885,mumbai,2024-11-29t20:04:25.560885,2025-03-16t18:13:25.560885,3,22665,['worst experience ever. regret booking with them.'],"we had to move the event location, we have to pause all related activities for now.
note: as travel plans have changed.",2025-06-06t00:56:25.560885,2025-04-29t07:22:25.560885,3,professional staff and smooth coordination. loved every moment.
6113,birthday,package10094,"n,o",family,outdoor,110,10164,10077,completed,2024-03-01t23:10:25.560885,delhi,2024-04-05t14:57:25.560885,2024-05-26t11:53:25.560885,1,71428,no,"due to scheduling conflicts, a new organizer has taken over planning.
note: weather conditions are not favorable.",2024-09-23t18:22:25.560885,2024-06-28t21:43:25.560885,4,dj didn't show up on time. party mood was ruined.
6114,wedding,no,"service10072,service10089,service10019",family,outdoor,935,10050,10032,pending,2023-09-11t20:40:25.560885,delhi,2024-11-24t02:01:25.560885,2024-08-07t10:02:25.560885,10,77509,['overpriced for such poor execution. utterly dissatisfied.'],"venue is no longer available, an internal discussion delayed the decision.",2025-05-01t16:34:25.560885,2024-12-16t23:32:25.560885,1,the food was a big hit. so many guests asked for the caterer’s details.
6115,birthday,no,"service10014,service10063,service10158,service10147,service10113,service10109,service10052,service10112,service10174,service10090",family,indoor,472,10063,10155,completed,2024-04-19t01:38:25.560885,hyderabad,2024-01-19t21:08:25.560885,2023-08-17t04:53:25.560885,2,97884,no,"we had to move the event location, the guest list drastically changed.
note: due to unexpected personal commitments.",2025-02-05t00:16:25.560885,2023-11-06t08:31:25.560885,2,it was an okay event. some things could have been better.
6116,wedding,package10118,"n,o",family,outdoor,457,10003,10125,booked,2023-06-16t15:11:25.560885,hyderabad,2024-03-06t11:35:25.560885,2024-01-23t19:34:25.560885,3,67256,no,"due to unexpected personal commitments, event got merged with another celebration.
note: due to scheduling conflicts.",2023-08-04t21:01:25.560885,2024-11-13t07:07:25.560885,2,the team took care of every small detail. kudos to the decorators!
6117,wedding,no,"service10014,service10092,service10196,service10099,service10128,service10104,service10003",friends,outdoor,469,10062,10064,booked,2025-05-28t05:15:25.560885,hyderabad,2025-02-11t08:43:25.560885,2025-03-13t14:30:25.560885,10,12345,"['a regular experience. not too impressed, not too upset.']","owing to budget constraints, we have to pause all related activities for now.
note: venue is no longer available.",2024-01-07t08:22:25.560885,2024-05-29t05:17:25.560885,3,decorations were late and poorly done. not worth the money.
6118,birthday,package10181,"n,o",family,indoor,346,10078,10049,booked,2024-04-10t12:38:25.560885,mumbai,2024-10-11t13:57:25.560885,2023-11-04t10:30:25.560885,9,11870,['venue was not cleaned properly. health hazard!'],"due to unexpected personal commitments, we have to pause all related activities for now.",2024-05-19t22:52:25.560885,2025-01-27t21:02:25.560885,2,highly satisfied with the service. would definitely book again.
6119,wedding,package10080,"n,o",youthful,outdoor,247,10076,10132,booked,2024-05-18t15:26:25.560885,delhi,2025-02-02t15:53:25.560885,2023-07-10t06:35:25.560885,1,49642,['the event was delayed by hours. complete chaos.'],"owing to budget constraints, a new organizer has taken over planning.",2023-07-03t10:27:25.560885,2024-01-10t01:22:25.560885,1,overpriced for such poor execution. utterly dissatisfied.
6120,birthday,no,service10166,youthful,outdoor,453,10114,10183,pending,2023-12-12t21:11:25.560885,mumbai,2024-08-06t21:39:25.560885,2024-04-29t08:16:25.560885,10,88959,no,"event got postponed, we are no longer able to proceed with the booking.
note: because of a medical emergency.",2024-08-28t22:23:25.560885,2023-07-29t23:41:25.560885,5,highly satisfied with the service. would definitely book again.
6121,wedding,package10143,"n,o",friends,outdoor,113,10134,10071,completed,2023-12-07t04:00:25.560885,hyderabad,2024-06-15t19:53:25.560885,2023-10-18t23:23:25.560885,4,72898,no,"as travel plans have changed, we will reach out when ready to rebook.
note: owing to budget constraints.",2024-09-09t21:42:25.560885,2025-05-13t23:07:25.560885,1,venue was not cleaned properly. health hazard!
6122,wedding,no,"service10196,service10104,service10080,service10114,service10181",family,indoor,913,10108,10042,completed,2024-12-20t15:21:25.560885,hyderabad,2024-07-28t01:58:25.560885,2024-05-06t17:05:25.560885,7,33508,['lighting was a bit dim. still a good evening overall.'],"we had to move the event location, details are being re-evaluated by stakeholders.",2024-06-26t04:37:25.560885,2024-07-12t04:55:25.560885,5,event started on time. nothing much to complain about.
6123,birthday,package10176,"n,o",youthful,indoor,823,10052,10177,booked,2023-08-08t11:03:25.560885,mumbai,2025-03-16t16:21:25.560885,2023-10-23t21:51:25.560885,6,24092,no,"owing to budget constraints, event got merged with another celebration.
note: owing to budget constraints.",2024-08-31t04:19:25.560885,2025-04-25t04:32:25.560885,2,it was an okay event. some things could have been better.
6124,wedding,no,service10119,youthful,indoor,381,10053,10190,cancelled,2024-04-23t06:41:25.560885,hyderabad,2023-08-15t01:40:25.560885,2023-06-17t03:06:25.560885,10,90533,no,"venue is no longer available, an internal discussion delayed the decision.
note: we had to move the event location.",2024-03-12t04:45:25.560885,2025-05-19t12:17:25.560885,4,the food was a big hit. so many guests asked for the caterer’s details.
6125,wedding,package10147,"n,o",friends,indoor,53,10054,10125,cancelled,2024-01-01t11:47:25.560885,hyderabad,2025-03-08t05:17:25.560885,2024-10-08t13:05:25.560885,9,88105,no,"owing to budget constraints, we are no longer able to proceed with the booking.",2023-12-22t02:03:25.560885,2023-11-21t18:17:25.560885,3,lighting was a bit dim. still a good evening overall.
6126,wedding,package10111,"n,o",family,indoor,390,10052,10038,completed,2023-12-26t08:08:25.560885,delhi,2025-03-05t19:53:25.560885,2025-01-08t14:56:25.560885,8,20568,no,"due to scheduling conflicts, event got merged with another celebration.",2023-10-07t16:50:25.560885,2024-01-20t23:00:25.560885,4,everything was just perfect! the decorations exceeded expectations.
6127,wedding,no,"service10158,service10142,service10104,service10012,service10175,service10021,service10121,service10018,service10180",youthful,outdoor,272,10099,10148,cancelled,2023-12-04t07:24:25.560885,delhi,2023-07-22t10:13:25.560885,2023-08-15t10:13:25.560885,7,93850,"['a regular experience. not too impressed, not too upset.']","because of a medical emergency, details are being re-evaluated by stakeholders.",2024-09-15t04:03:25.560885,2023-10-30t05:47:25.560885,1,lighting failed mid-event. embarrassing situation.
6128,wedding,no,"service10076,service10108,service10031,service10105,service10143,service10154",family,outdoor,311,10050,10025,booked,2025-04-10t12:04:25.560885,mumbai,2023-09-23t22:27:25.560885,2023-09-29t20:48:25.560885,10,58558,no,"weather conditions are not favorable, the guest list drastically changed.
note: event got postponed.",2023-09-03t06:07:25.560885,2024-06-23t20:25:25.560885,2,ambience was neutral. just okay vibes.
6129,wedding,no,"service10080,service10115,service10175,service10123,service10114",friends,outdoor,54,10021,10007,completed,2023-11-24t03:57:25.560885,mumbai,2024-02-04t23:58:25.560885,2025-02-24t09:29:25.560885,6,99417,no,"as travel plans have changed, we are no longer able to proceed with the booking.
note: event got postponed.",2025-01-07t13:51:25.560885,2024-08-09t15:33:25.560885,1,basic expectations met. but lacked a wow factor.
6130,birthday,package10111,"n,o",friends,indoor,478,10104,10020,cancelled,2024-02-27t00:18:25.560885,mumbai,2024-08-10t17:24:25.560885,2023-10-06t17:18:25.560885,2,71321,no,"venue is no longer available, we have to pause all related activities for now.
note: due to scheduling conflicts.",2025-04-25t03:37:25.560885,2025-03-23t10:25:25.560885,1,thank you for making our day so special! truly memorable.
6131,wedding,no,service10076,family,indoor,264,10195,10169,pending,2024-02-11t19:02:25.560885,hyderabad,2024-06-23t14:25:25.560885,2023-08-22t16:49:25.560885,7,66625,no,"weather conditions are not favorable, an internal discussion delayed the decision.",2025-05-08t02:24:25.560885,2023-06-14t07:42:25.560885,2,"a regular experience. not too impressed, not too upset."
6132,birthday,no,"service10045,service10076,service10054,service10146,service10095",youthful,indoor,989,10147,10200,booked,2024-05-03t16:00:25.560885,mumbai,2023-10-09t06:01:25.560885,2025-02-19t20:06:25.560885,5,12472,['overpriced for such poor execution. utterly dissatisfied.'],"because of a medical emergency, we are no longer able to proceed with the booking.
note: unexpected family issues.",2025-04-01t05:17:25.560885,2024-03-14t20:16:25.560885,5,wonderful experience! guests were all praise for the arrangements.
6133,birthday,package10147,"n,o",family,outdoor,778,10002,10169,pending,2023-10-09t16:21:25.560885,mumbai,2024-04-20t18:04:25.560885,2024-01-06t06:27:25.560885,4,86739,['food was cold and stale. guests were unhappy.'],"unexpected family issues, a reschedule might happen later.
note: we had to move the event location.",2025-06-06t16:03:25.560885,2023-12-17t07:10:25.560885,2,everything was just perfect! the decorations exceeded expectations.
6134,wedding,package10119,"n,o",youthful,indoor,436,10039,10077,pending,2024-01-22t08:41:25.560885,hyderabad,2024-09-06t09:59:25.560885,2023-07-30t09:17:25.560885,8,36659,['venue was clean and beautifully decorated. superb experience overall.'],"we had to move the event location, an internal discussion delayed the decision.
note: as travel plans have changed.",2025-04-28t18:06:25.560885,2024-12-08t14:42:25.560885,1,dj didn't show up on time. party mood was ruined.
